sample.id	cluster.id	cluster.name		
MAAB	83	MixedOrigins_clust4
MAAC	74	Human_clust3
MAAD	67	Human_clust5
MAAE	89	Wine_European
MAAF	89	Wine_European
MAAG	74	Human_clust3
MAAH	3	Wild_America
MAAI	72	Wine_closetoY55
MAAJ	67	Human_clust5
MAAK	74	Human_clust3
MAAL	89	Wine_European
MAAM	67	Human_clust5
MAAN	76	Human_clust4
MAAP	76	Human_clust4
MAAQ	76	Human_clust4
MAAR	42	Dairy_Tree
MAAS	19	MixedOrigins
MAAT	52	African_BeerFood
MAAU	69	Beer_Africa
MAAV	69	Beer_Africa
MAAW	76	Human_clust4
MAAX	67	Human_clust5
MAAY	43	Human_EuropeSouthAmerica
MAAZ	43	Human_EuropeSouthAmerica
MABA	74	Human_clust3
MABB	83	MixedOrigins_clust4
MABC	89	Wine_European
MABD	89	Wine_European
MABE	68	Alpechin(oliveoil)
MABF	68	Alpechin(oliveoil)
MABG	83	MixedOrigins_clust4
MABH	8	Beer_European_clust2
MABI	74	Human_clust3
MABJ	49	MixedOrigins_BakeryMosaicMauri
MABK	3	Wild_America
MABL	74	Human_clust3
MABM	57	Human_clust2
MABN	10	HumanClinical_USA
MABP	10	HumanClinical_USA
MABQ	74	Human_clust3
MABR	67	Human_clust5
MABS	51	MixedOrigins_ClinicalBakery
MABT	19	MixedOrigins
MABU	31	Human_France_Sboulardiisolates
MABV	74	Human_clust3
MABW	19	MixedOrigins
MABX	89	Wine_European
MABY	60	Kombucha
MABZ	31	Human_France_Sboulardiisolates
MACA	31	Human_France_Sboulardiisolates
MACB	10	HumanClinical_USA
MACC	49	MixedOrigins_BakeryMosaicMauri
MACD	74	Human_clust3
MACE	51	MixedOrigins_ClinicalBakery
MACF	65	MixedOrigins_clust2
MACH	43	Human_EuropeSouthAmerica
MACI	43	Human_EuropeSouthAmerica
MACJ	83	MixedOrigins_clust4
MACK	41	closetoS288C
MACL	49	MixedOrigins_BakeryMosaicMauri
MACM	74	Human_clust3
MACN	10	HumanClinical_USA
MACP	74	Human_clust3
MACQ	19	MixedOrigins
MACR	51	MixedOrigins_ClinicalBakery
MACS	19	MixedOrigins
MACT	83	MixedOrigins_clust4
MACU	49	MixedOrigins_BakeryMosaicMauri
MACV	19	MixedOrigins
MACW	51	MixedOrigins_ClinicalBakery
MACX	19	MixedOrigins
MACY	51	MixedOrigins_ClinicalBakery
MACZ	17	Human_Italy_Clinical
MADA	17	Human_Italy_Clinical
MADB	42	Dairy_Tree
MADC	51	MixedOrigins_ClinicalBakery
MADD	89	Wine_European
MADE	51	MixedOrigins_ClinicalBakery
MADF	51	MixedOrigins_ClinicalBakery
MADG	51	MixedOrigins_ClinicalBakery
MADH	17	Human_Italy_Clinical
MADI	17	Human_Italy_Clinical
MADJ	17	Human_Italy_Clinical
MADK	17	Human_Italy_Clinical
MADL	51	MixedOrigins_ClinicalBakery
MADM	51	MixedOrigins_ClinicalBakery
MADN	51	MixedOrigins_ClinicalBakery
MADP	19	MixedOrigins
MADQ	19	MixedOrigins
MADR	51	MixedOrigins_ClinicalBakery
MADS	17	Human_Italy_Clinical
MADT	17	Human_Italy_Clinical
MADU	17	Human_Italy_Clinical
MADV	19	MixedOrigins
MADW	17	Human_Italy_Clinical
MADX	74	Human_clust3
MADY	31	Human_France_Sboulardiisolates
MADZ	43	Human_EuropeSouthAmerica
MAEA	60	Kombucha
MAEB	30	Human
MAEC	31	Human_France_Sboulardiisolates
MAED	30	Human
MAEE	30	Human
MAEF	8	Beer_European_clust2
MAEG	43	Human_EuropeSouthAmerica
MAEH	8	Beer_European_clust2
MAEI	74	Human_clust3
MAEJ	74	Human_clust3
MAEK	19	MixedOrigins
MAEL	43	Human_EuropeSouthAmerica
MAEM	89	Wine_European
MAEN	67	Human_clust5
MAEP	49	MixedOrigins_BakeryMosaicMauri
MAEQ	74	Human_clust3
MAER	74	Human_clust3
MAES	51	MixedOrigins_ClinicalBakery
MAET	83	MixedOrigins_clust4
MAEU	74	Human_clust3
MAEV	74	Human_clust3
MAEW	51	MixedOrigins_ClinicalBakery
MAEX	43	Human_EuropeSouthAmerica
MAEY	74	Human_clust3
MAEZ	74	Human_clust3
MAFA	74	Human_clust3
MAFB	51	MixedOrigins_ClinicalBakery
MAFC	67	Human_clust5
MAFD	83	MixedOrigins_clust4
MAFE	74	Human_clust3
MAFF	74	Human_clust3
MAFG	36	Mosaic_region_uncharacterized_clust2
MAFH	8	Beer_European_clust2
MAFI	89	Wine_European
MAFJ	74	Human_clust3
MAFK	3	Wild_America
MAFL	44	Wine_European_clust2
MAFM	44	Wine_European_clust2
MAFN	57	Human_clust2
MAFP	10	HumanClinical_USA
MAFQ	10	HumanClinical_USA
MAFR	89	Wine_European
MAFS	89	Wine_European
MAFT	74	Human_clust3
NAAA	41	closetoS288C
NAAB	89	Wine_European
NAAC	41	closetoS288C
NAAD	41	closetoS288C
NAAE	41	closetoS288C
NAAF	41	closetoS288C
NAAG	26	African_PalmWine_NigeriaGhana
NAAH	41	closetoS288C
NAAI	41	closetoS288C
NAAJ	41	closetoS288C
NAAK	81	Sake
NAAL	89	Wine_European
NAAM	83	MixedOrigins_clust4
NAAN	89	Wine_European
NAAP	41	closetoS288C
NAAQ	26	African_PalmWine_NigeriaGhana
NAAR	18	Tree_Malaysia
NAAS	41	closetoS288C
NAAT	41	closetoS288C
NAAU	72	Wine_closetoY55
NAAV	89	Wine_European
NAAW	41	closetoS288C
NAAX	64	Tree_PennsylvaniaOak
NAAY	64	Tree_PennsylvaniaOak
NAAZ	83	MixedOrigins_clust4
PAAA	51	MixedOrigins_ClinicalBakery
PAAB	89	Wine_European
PAAC	19	MixedOrigins
PAAD	83	MixedOrigins_clust4
PAAE	27	BrazilianBioethanol_Cachaca
PAAF	89	Wine_European
PAAG	89	Wine_European
PAAH	89	Wine_European
PAAI	89	Wine_European
PAAJ	89	Wine_European
PAAK	19	MixedOrigins
PAAL	27	BrazilianBioethanol_Cachaca
PAAM	27	BrazilianBioethanol_Cachaca
PAAN	27	BrazilianBioethanol_Cachaca
PAAP	27	BrazilianBioethanol_Cachaca
PAAQ	43	Human_EuropeSouthAmerica
PAAR	27	BrazilianBioethanol_Cachaca
PAAS	27	BrazilianBioethanol_Cachaca
PAAT	27	BrazilianBioethanol_Cachaca
PAAU	27	BrazilianBioethanol_Cachaca
PAAV	27	BrazilianBioethanol_Cachaca
PAAW	27	BrazilianBioethanol_Cachaca
PAAX	27	BrazilianBioethanol_Cachaca
PAAY	27	BrazilianBioethanol_Cachaca
PAAZ	27	BrazilianBioethanol_Cachaca
PABA	25	Tree_EcuadorBrazil
QAAA	52	African_BeerFood
QAAB	59	Asian_Islands
QAAC	28	Beer_European_clust4
QAAD	8	Beer_European_clust2
QAAF	44	Wine_European_clust2
QAAG	41	closetoS288C
QAAH	51	MixedOrigins_ClinicalBakery
QAAI	90	Wine_PdM
QAAJ	8	Beer_European_clust2
QAAK	80	Beer_clust2
QAAL	59	Asian_Islands
QAAM	9	Beer_European_Wheat_Germany
QAAN	80	Beer_clust2
QAAP	63	Beer_England
QAAQ	63	Beer_England
QAAR	13	Beer_European_UK
QAAS	31	Human_France_Sboulardiisolates
QAAT	52	African_BeerFood
QAAU	3	Wild_America
QAAV	89	Wine_European
QAAW	80	Beer_clust2
QAAX	7	Beer_European_BelgiumGermany_clust2
QAAY	13	Beer_European_UK
QAAZ	13	Beer_European_UK
QABA	19	MixedOrigins
QABB	24	Wine_European_clust3
QABC	21	AsianFermentation_Huangjiu(chineseRiceWine)_Ecuador
QABD	77	Beer_clust3
QABE	17	Human_Italy_Clinical
QABF	28	Beer_European_clust4
QABG	9	Beer_European_Wheat_Germany
QABH	83	MixedOrigins_clust4
QABI	8	Beer_European_clust2
QABJ	80	Beer_clust2
QABK	77	Beer_clust3
QABL	16	Beer_UK_USA
QABM	13	Beer_European_UK
QABN	16	Beer_UK_USA
QABP	13	Beer_European_UK
QABQ	66	Beer_AleUK
QABR	66	Beer_AleUK
QABS	77	Beer_clust3
QABT	24	Wine_European_clust3
QABU	8	Beer_European_clust2
QABV	7	Beer_European_BelgiumGermany_clust2
QABW	9	Beer_European_Wheat_Germany
QABX	1	Beer_European_BelgiumGermany
QABY	1	Beer_European_BelgiumGermany
QABZ	89	Wine_European
QACA	8	Beer_European_clust2
QACB	1	Beer_European_BelgiumGermany
QACC	8	Beer_European_clust2
QACD	77	Beer_clust3
QACE	28	Beer_European_clust4
QACF	28	Beer_European_clust4
QACG	90	Wine_PdM
QACH	89	Wine_European
QACI	7	Beer_European_BelgiumGermany_clust2
QACJ	13	Beer_European_UK
QACK	7	Beer_European_BelgiumGermany_clust2
QACL	13	Beer_European_UK
QACM	13	Beer_European_UK
QACN	13	Beer_European_UK
QACP	13	Beer_European_UK
QACQ	16	Beer_UK_USA
QACR	13	Beer_European_UK
QACS	28	Beer_European_clust4
QACT	13	Beer_European_UK
QACU	77	Beer_clust3
QACV	16	Beer_UK_USA
QACW	7	Beer_European_BelgiumGermany_clust2
QACX	90	Wine_PdM
QACY	1	Beer_European_BelgiumGermany
QACZ	1	Beer_European_BelgiumGermany
QADA	8	Beer_European_clust2
QADB	1	Beer_European_BelgiumGermany
QADC	1	Beer_European_BelgiumGermany
QADD	90	Wine_PdM
QADE	28	Beer_European_clust4
QADF	16	Beer_UK_USA
QADG	8	Beer_European_clust2
QADH	63	Beer_England
QADI	89	Wine_European
RAAA	89	Wine_European
RAAB	42	Dairy_Tree
RAAC	33	Tree_MediterraneanOak
RAAD	33	Tree_MediterraneanOak
RAAE	33	Tree_MediterraneanOak
RAAF	89	Wine_European
RAAG	33	Tree_MediterraneanOak
RAAH	33	Tree_MediterraneanOak
RAAI	78	CHN_VIII_tree
RAAJ	89	Wine_European
RAAK	25	Tree_EcuadorBrazil
RAAL	33	Tree_MediterraneanOak
RAAM	24	Wine_European_clust3
RAAN	33	Tree_MediterraneanOak
RAAP	4	CHN_VI/VII_JapanChina
RAAQ	33	Tree_MediterraneanOak
RAAR	89	Wine_European
RAAS	33	Tree_MediterraneanOak
RAAT	37	Mantou_clust7_Fermentation
RAAU	89	Wine_European
RAAV	33	Tree_MediterraneanOak
RAAX	89	Wine_European
RAAY	89	Wine_European
RAAZ	3	Wild_America
RABA	33	Tree_MediterraneanOak
RABB	33	Tree_MediterraneanOak
RABC	33	Tree_MediterraneanOak
RABD	41	closetoS288C
RABE	75	Tree_NorthCarolina
RABF	75	Tree_NorthCarolina
RABG	75	Tree_NorthCarolina
RABH	75	Tree_NorthCarolina
RABI	75	Tree_NorthCarolina
RABJ	75	Tree_NorthCarolina
RABK	33	Tree_MediterraneanOak
RABL	33	Tree_MediterraneanOak
RABM	33	Tree_MediterraneanOak
RABN	33	Tree_MediterraneanOak
RABP	33	Tree_MediterraneanOak
RABQ	33	Tree_MediterraneanOak
RABR	33	Tree_MediterraneanOak
RABS	33	Tree_MediterraneanOak
RABT	33	Tree_MediterraneanOak
RABU	33	Tree_MediterraneanOak
RABV	33	Tree_MediterraneanOak
RABW	89	Wine_European
RABX	89	Wine_European
RABY	89	Wine_European
RABZ	33	Tree_MediterraneanOak
RACA	33	Tree_MediterraneanOak
RACB	33	Tree_MediterraneanOak
RACC	89	Wine_European
RACD	12	Wild_Japan_TreeQuercus
RACE	12	Wild_Japan_TreeQuercus
RACF	12	Wild_Japan_TreeQuercus
RACG	12	Wild_Japan_TreeQuercus
RACH	12	Wild_Japan_TreeQuercus
RACI	12	Wild_Japan_TreeQuercus
RACJ	12	Wild_Japan_TreeQuercus
RACK	12	Wild_Japan_TreeQuercus
RACL	12	Wild_Japan_TreeQuercus
RACM	12	Wild_Japan_TreeQuercus
RACN	12	Wild_Japan_TreeQuercus
RACP	12	Wild_Japan_TreeQuercus
RACQ	12	Wild_Japan_TreeQuercus
RACR	12	Wild_Japan_TreeQuercus
RACS	12	Wild_Japan_TreeQuercus
RACT	12	Wild_Japan_TreeQuercus
RACU	33	Tree_MediterraneanOak
RACV	33	Tree_MediterraneanOak
RACW	4	CHN_VI/VII_JapanChina
RACX	4	CHN_VI/VII_JapanChina
RACY	4	CHN_VI/VII_JapanChina
RACZ	4	CHN_VI/VII_JapanChina
RADA	4	CHN_VI/VII_JapanChina
RADB	4	CHN_VI/VII_JapanChina
RADC	4	CHN_VI/VII_JapanChina
RADD	4	CHN_VI/VII_JapanChina
RADE	4	CHN_VI/VII_JapanChina
RADF	4	CHN_VI/VII_JapanChina
RADG	4	CHN_VI/VII_JapanChina
RADH	4	CHN_VI/VII_JapanChina
RADI	33	Tree_MediterraneanOak
RADJ	33	Tree_MediterraneanOak
RADK	33	Tree_MediterraneanOak
RADL	89	Wine_European
RADM	89	Wine_European
SAAA	89	Wine_European
SAAB	8	Beer_European_clust2
SAAC	26	African_PalmWine_NigeriaGhana
SAAD	89	Wine_European
SAAE	68	Alpechin(oliveoil)
SAAF	44	Wine_European_clust2
SAAG	8	Beer_European_clust2
SAAH	10	HumanClinical_USA
SAAI	10	HumanClinical_USA
SAAJ	57	Human_clust2
SAAK	74	Human_clust3
SAAL	67	Human_clust5
SAAM	89	Wine_European
SAAN	3	Wild_America
SAAP	37	Mantou_clust7_Fermentation
SAAQ	10	HumanClinical_USA
SAAR	10	HumanClinical_USA
SAAS	10	HumanClinical_USA
SAAT	72	Wine_closetoY55
SAAU	89	Wine_European
SAAV	10	HumanClinical_USA
SAAW	10	HumanClinical_USA
SAAX	89	Wine_European
SAAY	89	Wine_European
SAAZ	17	Human_Italy_Clinical
SABA	17	Human_Italy_Clinical
SABB	17	Human_Italy_Clinical
SABC	17	Human_Italy_Clinical
SABD	17	Human_Italy_Clinical
SABE	17	Human_Italy_Clinical
SABF	17	Human_Italy_Clinical
SABG	17	Human_Italy_Clinical
SABH	17	Human_Italy_Clinical
SABI	17	Human_Italy_Clinical
SABJ	10	HumanClinical_USA
SABK	74	Human_clust3
SABL	74	Human_clust3
SABM	74	Human_clust3
SABN	67	Human_clust5
SABP	89	Wine_European
SABQ	89	Wine_European
SABR	26	African_PalmWine_NigeriaGhana
SABS	27	BrazilianBioethanol_Cachaca
SABT	68	Alpechin(oliveoil)
SABU	64	Tree_PennsylvaniaOak
SABV	89	Wine_European
SABW	8	Beer_European_clust2
SABX	89	Wine_European
SABY	89	Wine_European
SABZ	89	Wine_European
SACA	89	Wine_European
SACB	3	Wild_America
SACC	89	Wine_European
SACD	4	CHN_VI/VII_JapanChina
SACE	89	Wine_European
SACF	89	Wine_European
SACG	89	Wine_European
SACH	89	Wine_European
SACI	89	Wine_European
SACJ	89	Wine_European
SACK	89	Wine_European
SACL	85	Asian_fermentation
SACM	85	Asian_fermentation
SACN	14	Tree_SouthAmerica
SACP	59	Asian_Islands
SACQ	59	Asian_Islands
SACR	75	Tree_NorthCarolina
SACS	89	Wine_European
SACT	89	Wine_European
SACU	48	CHN_IV_ChinaFarEast
SACV	67	Human_clust5
SACW	89	Wine_European
SACX	64	Tree_PennsylvaniaOak
SACY	26	African_PalmWine_NigeriaGhana
SACZ	3	Wild_America
SADA	25	Tree_EcuadorBrazil
SADB	18	Tree_Malaysia
SADC	89	Wine_European
SADD	85	Asian_fermentation
SADE	15	Tecc
SADF	89	Wine_European
SADG	8	Beer_European_clust2
SADH	59	Asian_Islands
SADI	89	Wine_European
SADJ	78	CHN_VIII_tree
SADK	89	Wine_European
SADL	75	Tree_NorthCarolina
SADM	44	Wine_European_clust2
SADN	85	Asian_fermentation
SADP	67	Human_clust5
SADQ	68	Alpechin(oliveoil)
SADR	67	Human_clust5
SADS	89	Wine_European
TAAA	7	Beer_European_BelgiumGermany_clust2
TAAB	13	Beer_European_UK
TAAC	13	Beer_European_UK
TAAD	13	Beer_European_UK
TAAE	16	Beer_UK_USA
TAAF	7	Beer_European_BelgiumGermany_clust2
TAAG	1	Beer_European_BelgiumGermany
TAAH	19	MixedOrigins
TAAI	83	MixedOrigins_clust4
TAAJ	49	MixedOrigins_BakeryMosaicMauri
TAAK	49	MixedOrigins_BakeryMosaicMauri
TAAL	49	MixedOrigins_BakeryMosaicMauri
TAAM	83	MixedOrigins_clust4
TAAN	80	Beer_clust2
TAAP	9	Beer_European_Wheat_Germany
TAAQ	80	Beer_clust2
TAAR	13	Beer_European_UK
TAAS	13	Beer_European_UK
TAAT	80	Beer_clust2
TAAU	19	MixedOrigins
TAAV	77	Beer_clust3
TAAW	28	Beer_European_clust4
TAAX	80	Beer_clust2
TAAY	89	Wine_European
TAAZ	78	CHN_VIII_tree
TABA	48	CHN_IV_ChinaFarEast
TABB	55	CHN_V_Tree
TABC	46	CHN_I_FujianHainan
TABD	50	MixedOrigins_clust3
TABE	4	CHN_VI/VII_JapanChina
TABF	45	CHN_II_Shaanxi
TABG	8	Beer_European_clust2
TABH	64	Tree_PennsylvaniaOak
TABI	28	Beer_European_clust4
TABJ	66	Beer_AleUK
TABK	13	Beer_European_UK
TABL	13	Beer_European_UK
TABM	16	Beer_UK_USA
TABN	77	Beer_clust3
TABP	13	Beer_European_UK
TABQ	13	Beer_European_UK
TABR	7	Beer_European_BelgiumGermany_clust2
TABS	13	Beer_European_UK
TABT	9	Beer_European_Wheat_Germany
TABU	1	Beer_European_BelgiumGermany
TABV	1	Beer_European_BelgiumGermany
TABW	7	Beer_European_BelgiumGermany_clust2
TABX	16	Beer_UK_USA
TABY	4	CHN_VI/VII_JapanChina
TABZ	89	Wine_European
TACA	3	Wild_America
TACB	83	MixedOrigins_clust4
TACC	83	MixedOrigins_clust4
TACD	83	MixedOrigins_clust4
TACE	83	MixedOrigins_clust4
TACF	89	Wine_European
TACG	89	Wine_European
TACH	69	Beer_Africa
TACI	67	Human_clust5
TACJ	25	Tree_EcuadorBrazil
TACK	89	Wine_European
TACL	59	Asian_Islands
TACM	83	MixedOrigins_clust4
TACN	61	Wild_Evolution_canyon_Israel
TACP	89	Wine_European
TACQ	78	CHN_VIII_tree
TACR	5	WestAfricanCocoa
TACS	5	WestAfricanCocoa
TACT	83	MixedOrigins_clust4
TACU	52	African_BeerFood
TACV	52	African_BeerFood
TACW	43	Human_EuropeSouthAmerica
TACX	70	Asian_qingkejiu
TACY	85	Asian_fermentation
TACZ	81	Sake
TADA	36	Mosaic_region_uncharacterized_clust2
TADB	70	Asian_qingkejiu
TADC	36	Mosaic_region_uncharacterized_clust2
TADD	43	Human_EuropeSouthAmerica
TADE	83	MixedOrigins_clust4
TADF	22	Dairy_YakGoatCow
TADG	36	Mosaic_region_uncharacterized_clust2
TADH	48	CHN_IV_ChinaFarEast
TADI	43	Human_EuropeSouthAmerica
TADJ	14	Tree_SouthAmerica
TADK	70	Asian_qingkejiu
TADL	49	MixedOrigins_BakeryMosaicMauri
TADM	75	Tree_NorthCarolina
TADN	37	Mantou_clust7_Fermentation
TADP	74	Human_clust3
TADQ	83	MixedOrigins_clust4
TADR	5	WestAfricanCocoa
TADS	5	WestAfricanCocoa
TADT	5	WestAfricanCocoa
TADU	5	WestAfricanCocoa
TADV	3	Wild_America
TADW	86	Human_FrenchGuiana
TADX	3	Wild_America
TADY	4	CHN_VI/VII_JapanChina
TADZ	89	Wine_European
UAAA	13	Beer_European_UK
UAAB	8	Beer_European_clust2
UAAC	8	Beer_European_clust2
UAAD	28	Beer_European_clust4
UAAE	80	Beer_clust2
UAAF	19	MixedOrigins
UAAG	77	Beer_clust3
UAAH	7	Beer_European_BelgiumGermany_clust2
UAAI	13	Beer_European_UK
UAAJ	13	Beer_European_UK
UAAK	28	Beer_European_clust4
UAAL	7	Beer_European_BelgiumGermany_clust2
UAAM	8	Beer_European_clust2
UAAN	44	Wine_European_clust2
UAAP	1	Beer_European_BelgiumGermany
UAAQ	1	Beer_European_BelgiumGermany
UAAR	7	Beer_European_BelgiumGermany_clust2
UAAS	41	closetoS288C
UAAT	66	Beer_AleUK
UAAU	17	Human_Italy_Clinical
UAAV	8	Beer_European_clust2
UAAW	1	Beer_European_BelgiumGermany
UAAX	51	MixedOrigins_ClinicalBakery
UAAY	24	Wine_European_clust3
UAAZ	51	MixedOrigins_ClinicalBakery
UABA	1	Beer_European_BelgiumGermany
UABB	28	Beer_European_clust4
UABC	19	MixedOrigins
UABD	19	MixedOrigins
UABE	44	Wine_European_clust2
UABF	1	Beer_European_BelgiumGermany
UABG	8	Beer_European_clust2
UABH	24	Wine_European_clust3
UABI	8	Beer_European_clust2
UABJ	66	Beer_AleUK
UABK	13	Beer_European_UK
UABL	13	Beer_European_UK
UABM	50	MixedOrigins_clust3
UABN	28	Beer_European_clust4
UABP	28	Beer_European_clust4
UABQ	7	Beer_European_BelgiumGermany_clust2
UABR	63	Beer_England
UABS	1	Beer_European_BelgiumGermany
UABT	77	Beer_clust3
UABU	16	Beer_UK_USA
UABV	7	Beer_European_BelgiumGermany_clust2
UABW	13	Beer_European_UK
UABX	13	Beer_European_UK
UABY	13	Beer_European_UK
UABZ	16	Beer_UK_USA
UACA	77	Beer_clust3
UACB	73	Beer_clust1
UACC	13	Beer_European_UK
UACD	13	Beer_European_UK
UACE	13	Beer_European_UK
UACF	13	Beer_European_UK
UACG	66	Beer_AleUK
UACH	63	Beer_England
UACI	8	Beer_European_clust2
UACJ	66	Beer_AleUK
UACK	50	MixedOrigins_clust3
UACL	8	Beer_European_clust2
UACM	8	Beer_European_clust2
UACN	13	Beer_European_UK
UACP	77	Beer_clust3
UACQ	16	Beer_UK_USA
UACR	77	Beer_clust3
UACS	77	Beer_clust3
UACT	13	Beer_European_UK
UACU	13	Beer_European_UK
UACV	77	Beer_clust3
UACW	9	Beer_European_Wheat_Germany
UACX	7	Beer_European_BelgiumGermany_clust2
UACY	9	Beer_European_Wheat_Germany
UACZ	1	Beer_European_BelgiumGermany
UADA	1	Beer_European_BelgiumGermany
UADB	1	Beer_European_BelgiumGermany
UADC	1	Beer_European_BelgiumGermany
UADD	13	Beer_European_UK
UADE	8	Beer_European_clust2
UADF	1	Beer_European_BelgiumGermany
UADG	77	Beer_clust3
UADH	8	Beer_European_clust2
UADI	8	Beer_European_clust2
UADJ	28	Beer_European_clust4
UADK	8	Beer_European_clust2
UADL	7	Beer_European_BelgiumGermany_clust2
UADM	24	Wine_European_clust3
UADN	13	Beer_European_UK
UADP	16	Beer_UK_USA
UADQ	8	Beer_European_clust2
UADR	8	Beer_European_clust2
UADS	9	Beer_European_Wheat_Germany
UADT	16	Beer_UK_USA
UADU	73	Beer_clust1
UADV	73	Beer_clust1
UADW	73	Beer_clust1
UADX	77	Beer_clust3
UADY	16	Beer_UK_USA
UADZ	13	Beer_European_UK
UAEA	13	Beer_European_UK
UAEB	77	Beer_clust3
UAEC	21	AsianFermentation_Huangjiu(chineseRiceWine)_Ecuador
UAED	39	BrazilianBioethanol
UAEE	21	AsianFermentation_Huangjiu(chineseRiceWine)_Ecuador
UAEF	21	AsianFermentation_Huangjiu(chineseRiceWine)_Ecuador
UAEG	27	BrazilianBioethanol_Cachaca
UAEH	51	MixedOrigins_ClinicalBakery
UAEI	51	MixedOrigins_ClinicalBakery
UAEJ	51	MixedOrigins_ClinicalBakery
UAEK	51	MixedOrigins_ClinicalBakery
UAEL	72	Wine_closetoY55
UAEM	41	closetoS288C
UAEN	81	Sake
UAEP	89	Wine_European
UAEQ	81	Sake
UAER	81	Sake
UAES	81	Sake
UAET	81	Sake
UAEU	81	Sake
UAEV	19	MixedOrigins
UAEW	24	Wine_European_clust3
UAEX	50	MixedOrigins_clust3
UAEY	27	BrazilianBioethanol_Cachaca
UAEZ	1	Beer_European_BelgiumGermany
UAFA	27	BrazilianBioethanol_Cachaca
UAFB	8	Beer_European_clust2
UAFC	8	Beer_European_clust2
UAFD	49	MixedOrigins_BakeryMosaicMauri
UAFE	2	Mosaic_region_uncharacterized
UAFF	89	Wine_European
UAFG	24	Wine_European_clust3
UAFH	48	CHN_IV_ChinaFarEast
UAFI	89	Wine_European
UAFJ	89	Wine_European
UAFK	89	Wine_European
UAFL	89	Wine_European
UAFM	90	Wine_PdM
UAFN	65	MixedOrigins_clust2
UAFP	24	Wine_European_clust3
UAFQ	90	Wine_PdM
UAFR	89	Wine_European
UAFS	13	Beer_European_UK
UAFT	24	Wine_European_clust3
UAFU	44	Wine_European_clust2
UAFV	89	Wine_European
UAFW	27	BrazilianBioethanol_Cachaca
UAFX	89	Wine_European
UAFY	90	Wine_PdM
UAFZ	8	Beer_European_clust2
UAGA	5	WestAfricanCocoa
UAGB	5	WestAfricanCocoa
UAGC	5	WestAfricanCocoa
UAGD	25	Tree_EcuadorBrazil
UAGE	51	MixedOrigins_ClinicalBakery
UAGF	51	MixedOrigins_ClinicalBakery
UAGG	51	MixedOrigins_ClinicalBakery
VAAA	89	Wine_European
VAAB	31	Human_France_Sboulardiisolates
VAAC	51	MixedOrigins_ClinicalBakery
VAAD	17	Human_Italy_Clinical
VAAE	26	African_PalmWine_NigeriaGhana
VAAF	31	Human_France_Sboulardiisolates
VAAG	24	Wine_European_clust3
VAAH	26	African_PalmWine_NigeriaGhana
VAAI	51	MixedOrigins_ClinicalBakery
VAAJ	26	African_PalmWine_NigeriaGhana
VAAK	41	closetoS288C
VAAL	24	Wine_European_clust3
VAAM	89	Wine_European
VAAN	51	MixedOrigins_ClinicalBakery
VAAP	51	MixedOrigins_ClinicalBakery
VAAQ	51	MixedOrigins_ClinicalBakery
VAAR	41	closetoS288C
VAAS	51	MixedOrigins_ClinicalBakery
VAAT	31	Human_France_Sboulardiisolates
VAAU	51	MixedOrigins_ClinicalBakery
VAAV	51	MixedOrigins_ClinicalBakery
VAAW	89	Wine_European
VAAX	24	Wine_European_clust3
VAAY	89	Wine_European
VAAZ	51	MixedOrigins_ClinicalBakery
VABA	24	Wine_European_clust3
